miRNA	Precursor	63aNF	65NF	53TF	63bTF	59TF	64NF	46TF	50NF	55TF	44TF	57NF	55NF	53NF	50TF	64TF	39TF	59NF	63aTF	39NF	63bNF	46NF	65TF	44NF	57TF
hsa-miR-128-2-5p	hsa-mir-128-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1281	hsa-mir-1281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1282	hsa-mir-1282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1283	hsa-mir-1283-1	0	0	0	0	2	1	2	0	1	0	0	0	0	8	9	0	0	0	0	0	1	0	0	1
hsa-miR-1283	hsa-mir-1283-2	0	0	0	0	2	1	2	0	1	0	0	0	0	8	9	0	0	0	0	0	1	0	0	1
hsa-miR-1284	hsa-mir-1284	1	0	0	2	0	0	0	1	2	1	0	1	0	0	0	0	2	0	0	0	1	0	1	4
hsa-miR-1285-5p	hsa-mir-1285-1	3	6	7	13	6	12	1	1	11	4	4	2	6	7	18	12	6	1	2	5	3	15	4	8
hsa-miR-1285-3p	hsa-mir-1285-1	16	30	65	102	68	46	17	30	188	79	64	59	57	135	155	191	54	2	46	30	32	101	8	221
hsa-miR-1285-3p	hsa-mir-1285-2	13	29	55	83	55	33	17	24	163	64	49	44	46	109	142	157	45	1	40	23	25	84	7	180
hsa-miR-1286	hsa-mir-1286	0	0	0	1	0	0	0	0	6	0	1	1	1	0	0	4	1	0	0	0	0	3	0	3
hsa-miR-1287-5p	hsa-mir-1287	19	32	18	24	9	28	3	32	35	9	38	23	33	12	28	23	28	1	33	13	21	33	7	88
hsa-miR-1287-3p	hsa-mir-1287	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	2
hsa-miR-1288-5p	hsa-mir-1288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1288-3p	hsa-mir-1288	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1289	hsa-mir-1289-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
hsa-miR-1289	hsa-mir-1289-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
hsa-miR-129-5p	hsa-mir-129-1	12	59	5	16	5	88	9	21	2	0	73	25	91	7	4	1	49	1	81	27	19	3	139	9
hsa-miR-129-1-3p	hsa-mir-129-1	8	42	0	4	3	99	1	26	1	1	75	37	95	3	0	1	56	0	84	24	15	0	22	6
hsa-miR-129-5p	hsa-mir-129-2	12	58	5	16	5	88	9	21	2	0	72	25	90	7	4	1	48	1	81	27	19	3	138	9
hsa-miR-129-2-3p	hsa-mir-129-2	6	16	19	56	0	18	22	11	28	3	38	11	20	23	3	9	20	0	16	6	12	3	314	34
hsa-miR-1290	hsa-mir-1290	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
hsa-miR-1291	hsa-mir-1291	8	25	21	32	28	71	1	49	57	13	66	34	50	68	38	34	60	0	48	24	18	62	27	98
hsa-miR-1292-5p	hsa-mir-1292	1	0	2	2	0	0	0	3	6	1	1	1	0	1	2	5	0	0	1	0	2	4	0	3
hsa-miR-1292-3p	hsa-mir-1292	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0
hsa-miR-1293	hsa-mir-1293	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0
hsa-miR-1294	hsa-mir-1294	1	2	0	3	0	1	0	1	1	1	4	2	0	0	2	0	1	0	2	0	0	2	2	1
hsa-miR-1295a	hsa-mir-1295a	2	5	2	5	0	5	0	2	4	1	0	2	1	9	1	1	4	0	2	1	2	8	3	24
hsa-miR-1295b-5p	hsa-mir-1295b	0	0	0	1	1	1	0	2	0	1	1	2	3	0	1	0	2	0	1	0	0	4	0	0
hsa-miR-1295b-3p	hsa-mir-1295b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1296-5p	hsa-mir-1296	130	306	61	181	115	300	25	173	155	124	405	256	324	92	85	196	322	11	280	133	128	226	117	463
hsa-miR-1296-3p	hsa-mir-1296	1	1	0	0	1	1	0	1	1	0	0	0	1	2	2	3	0	0	0	1	1	3	0	9
hsa-miR-1297	hsa-mir-1297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1298-5p	hsa-mir-1298	0	1	0	1	3	7	0	0	2	2	2	1	2	8	0	0	3	0	0	0	4	1	1	0
hsa-miR-1298-3p	hsa-mir-1298	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1299	hsa-mir-1299	1	6	0	37	8	15	0	10	2	0	7	36	7	27	22	29	50	0	18	11	0	1	0	3
hsa-miR-1301-5p	hsa-mir-1301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1301-3p	hsa-mir-1301	36	65	37	62	54	64	12	48	135	47	96	80	105	68	44	87	86	2	91	56	51	52	39	175
hsa-miR-1302	hsa-mir-1302-1	0	1	1	0	0	0	0	0	1	0	2	2	1	3	0	1	2	0	0	0	0	2	0	12
hsa-miR-1302	hsa-mir-1302-10	0	1	1	0	0	0	0	0	1	0	2	2	1	3	0	1	2	0	0	0	0	2	0	12
hsa-miR-1302	hsa-mir-1302-11	0	1	1	0	0	0	0	0	1	0	2	2	1	3	0	1	2	0	0	0	0	2	0	12
hsa-miR-1302	hsa-mir-1302-2	0	1	1	0	0	0	0	0	1	0	2	2	1	3	0	1	2	0	0	0	0	2	0	12
hsa-miR-1302	hsa-mir-1302-3	0	1	1	0	0	0	0	0	1	0	2	2	1	3	0	1	2	0	0	0	0	2	0	12
hsa-miR-1302	hsa-mir-1302-4	0	1	1	0	0	0	0	0	1	0	2	2	1	3	0	1	2	0	0	0	0	2	0	11
hsa-miR-1302	hsa-mir-1302-5	0	1	1	0	0	0	0	0	1	0	2	2	1	3	0	1	2	0	0	0	0	2	0	11
hsa-miR-1302	hsa-mir-1302-6	0	1	1	0	0	0	0	0	1	0	2	2	1	3	0	1	2	0	0	0	0	2	0	12
hsa-miR-1302	hsa-mir-1302-7	0	1	1	0	0	0	0	0	1	0	2	2	1	2	0	1	2	0	0	0	0	2	0	12
hsa-miR-1302	hsa-mir-1302-8	0	1	1	0	0	0	0	0	1	0	2	2	1	3	0	1	2	0	0	0	0	2	0	12
hsa-miR-1302	hsa-mir-1302-9	0	1	1	0	0	0	0	0	1	0	2	2	1	3	0	1	2	0	0	0	0	2	0	12
hsa-miR-1303	hsa-mir-1303	27	51	3	25	12	29	1	34	69	18	62	40	64	20	13	28	56	0	68	26	30	26	3	65
hsa-miR-1304-5p	hsa-mir-1304	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	1	0	0	0	1	0
hsa-miR-1304-3p	hsa-mir-1304	10	11	13	30	21	26	6	16	53	25	29	32	26	36	43	48	23	1	11	21	15	66	8	82
hsa-miR-1305	hsa-mir-1305	0	2	0	2	2	3	0	0	0	3	2	1	1	0	3	0	5	0	6	1	0	8	1	12
hsa-miR-1306-5p	hsa-mir-1306	8	27	16	24	22	33	10	35	31	23	20	17	27	27	22	38	30	4	31	14	14	19	19	37
hsa-miR-1306-3p	hsa-mir-1306	2	2	4	0	2	5	1	3	3	1	1	1	1	3	2	2	2	0	4	1	3	5	1	6
hsa-miR-1307-5p	hsa-mir-1307	1066	3187	593	5861	1647	769	193	1214	5174	2664	3758	3044	2978	3789	2016	7106	3566	63	2769	1305	1984	3195	336	14487
hsa-miR-1307-3p	hsa-mir-1307	438	1080	386	784	468	456	90	625	1229	570	844	723	1230	594	610	1440	1078	30	1144	664	664	996	277	1574
hsa-miR-130a-5p	hsa-mir-130a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-130a-3p	hsa-mir-130a	4122	7457	2588	9363	5254	10080	1951	6489	5494	3372	10764	8011	7730	7283	4830	4490	9765	516	9089	4363	3722	6880	3750	13416
hsa-miR-130b-5p	hsa-mir-130b	30	31	65	105	75	80	28	26	121	78	50	44	41	115	131	88	59	9	49	58	23	177	30	135
hsa-miR-130b-3p	hsa-mir-130b	105	122	244	429	256	160	77	129	577	332	186	152	184	491	466	469	212	24	179	105	102	603	83	646
hsa-miR-132-5p	hsa-mir-132	29	67	19	38	60	133	6	47	41	31	63	46	47	48	60	34	79	5	46	36	27	66	38	122
hsa-miR-132-3p	hsa-mir-132	235	443	201	232	418	1081	114	429	370	307	516	450	343	300	457	316	721	29	469	257	177	668	294	939
hsa-miR-1321	hsa-mir-1321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1322	hsa-mir-1322	0	1	0	0	0	1	0	0	0	0	0	2	2	0	1	0	1	0	0	0	0	0	1	0
hsa-miR-1323	hsa-mir-1323	0	1	3	0	0	0	7	1	0	12	2	0	0	11	12	2	0	0	1	0	2	0	2	0
hsa-miR-1324	hsa-mir-1324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-133a-5p	hsa-mir-133a-1	1	4	0	1	9	1	1	1	0	1	6	1	0	0	0	5	2	0	0	0	0	3	0	3
hsa-miR-133a-3p	hsa-mir-133a-1	432	970	213	229	3908	575	374	577	337	104	868	486	697	112	278	1331	1019	66	622	470	666	865	277	667
hsa-miR-133a-5p	hsa-mir-133a-2	1	4	0	1	9	1	1	1	0	1	6	1	0	0	0	5	2	0	0	0	0	3	0	3
hsa-miR-133a-3p	hsa-mir-133a-2	432	970	213	229	3908	575	374	577	337	104	868	486	697	112	278	1331	1019	66	622	470	666	865	277	667
hsa-miR-133b	hsa-mir-133b	8	19	0	3	46	8	4	5	4	0	42	10	23	0	0	30	22	1	11	6	8	5	4	15
hsa-miR-134-5p	hsa-mir-134	54	249	23	33	76	210	31	85	38	17	142	103	128	8	44	88	147	6	168	117	72	287	40	71
hsa-miR-134-3p	hsa-mir-134	1	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	2	0	0	1	5	2	2	2
hsa-miR-1343-5p	hsa-mir-1343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1343-3p	hsa-mir-1343	2	9	4	6	2	3	0	5	5	3	5	7	4	8	5	3	7	0	6	3	1	7	3	17
hsa-miR-135a-5p	hsa-mir-135a-1	1141	5115	17	235	119	509	15	1709	72	158	5555	1413	4315	34	23	12	4067	0	3083	985	1974	86	51	9384
hsa-miR-135a-3p	hsa-mir-135a-1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
hsa-miR-135a-5p	hsa-mir-135a-2	1145	5127	17	235	120	511	15	1712	73	157	5557	1412	4326	34	23	12	4074	0	3083	986	1978	86	51	9386
hsa-miR-135b-5p	hsa-mir-135b	96	465	6	85	42	263	0	163	114	32	345	126	175	61	70	44	469	8	247	48	68	124	68	100
hsa-miR-135b-3p	hsa-mir-135b	4	9	2	6	5	12	0	3	7	1	2	5	3	4	2	5	10	0	4	1	2	6	5	3
hsa-miR-136-5p	hsa-mir-136	251	793	9	68	133	226	29	200	51	20	454	262	252	29	21	102	448	7	201	348	208	333	38	355
hsa-miR-136-3p	hsa-mir-136	658	1788	82	261	546	844	117	378	229	114	1391	866	1031	127	162	505	1392	40	825	1029	634	1201	196	833
hsa-miR-137	hsa-mir-137	0	2	0	3	0	3	0	1	1	0	3	0	0	0	1	5	1	1	0	0	0	4	0	0
hsa-miR-138-5p	hsa-mir-138-1	1272	2166	28	81	85	432	5	3948	187	93	3936	1945	3804	47	424	86	4205	22	2319	987	2150	1588	162	165
hsa-miR-138-1-3p	hsa-mir-138-1	39	34	2	1	4	14	0	26	6	1	54	40	54	0	8	1	44	2	30	37	41	35	1	1
hsa-miR-138-5p	hsa-mir-138-2	1218	2029	27	75	79	393	4	3815	176	85	3675	1854	3555	43	416	84	3992	19	2170	915	2051	1494	156	158
hsa-miR-138-2-3p	hsa-mir-138-2	1	2	0	0	1	1	0	0	0	0	2	0	0	0	0	1	1	0	3	1	2	0	0	0
hsa-miR-139-5p	hsa-mir-139	345	845	488	429	469	908	140	896	299	253	1606	709	1163	351	404	561	1285	43	1291	609	609	163	324	1342
hsa-miR-139-3p	hsa-mir-139	7	29	24	7	8	15	2	10	4	3	15	15	9	9	9	11	16	0	14	8	6	3	4	17
hsa-miR-140-5p	hsa-mir-140	225	835	215	469	344	565	109	563	1291	249	946	455	718	456	394	753	1013	30	683	415	390	1083	97	1599
hsa-miR-140-3p	hsa-mir-140	4611	12032	8578	9892	8851	10274	3930	7242	26799	5151	14390	7825	9732	9421	9696	14304	13072	1396	8740	6615	6578	19722	2223	32142
hsa-miR-141-5p	hsa-mir-141	48	167	0	1	11	193	0	89	2	0	180	136	105	4	3	0	148	4	84	60	72	6	70	10
hsa-miR-141-3p	hsa-mir-141	3884	14867	59	906	940	14559	31	9052	330	157	15132	9157	10939	471	229	213	14223	604	7519	4606	5787	853	4541	1030
hsa-miR-142-5p	hsa-mir-142	5226	8147	16484	19171	14813	22440	7755	2575	61853	16786	5986	7124	4601	33152	59246	33160	8058	1044	7263	2470	2069	58377	2679	14476
hsa-miR-142-3p	hsa-mir-142	430	1158	509	1227	1012	1393	245	359	3847	1093	563	513	439	2427	2846	2196	1055	85	647	203	150	6440	123	1541
hsa-miR-143-5p	hsa-mir-143	157	422	143	248	867	308	144	206	332	172	310	193	224	234	350	669	295	40	277	169	196	871	106	1041
hsa-miR-143-3p	hsa-mir-143	256295	775028	312982	601710	1515198	567819	217594	342274	598957	228633	905253	447575	481871	451786	542952	1343571	665736	66429	487105	367369	354005	1317898	124015	2218735
hsa-miR-144-5p	hsa-mir-144	164	993	1494	1344	617	738	229	511	266	464	269	185	533	446	11107	303	373	45	265	232	67	125	113	524
hsa-miR-144-3p	hsa-mir-144	267	1709	1051	1846	696	552	243	485	304	507	351	236	508	567	11835	371	513	65	228	193	91	223	65	1051
hsa-miR-145-5p	hsa-mir-145	12506	34826	7979	16395	39469	18779	4514	15373	20674	6526	32687	15905	29318	10734	10934	45172	31736	2470	29885	10972	18207	57099	6142	59403
hsa-miR-145-3p	hsa-mir-145	876	2299	617	1822	2448	1177	519	1365	1135	513	2646	1327	1480	1220	941	2631	2060	177	1611	1216	1088	2592	339	5930
hsa-miR-1468-5p	hsa-mir-1468	176	482	103	305	120	299	72	256	331	200	415	462	440	333	78	102	342	4	359	436	305	106	129	978
hsa-miR-1468-3p	hsa-mir-1468	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
hsa-miR-1469	hsa-mir-1469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-146a-5p	hsa-mir-146a	986	5495	1115	2738	1465	3548	535	952	5443	2508	2483	1324	1571	3317	4142	2298	2667	84	1735	709	1092	9778	435	9585
hsa-miR-146a-3p	hsa-mir-146a	0	2	0	3	0	1	0	2	2	1	3	0	2	20	1	2	2	0	1	0	1	2	0	6
hsa-miR-146b-5p	hsa-mir-146b	3660	30854	2002	60240	8303	19606	445	4078	175939	10359	11719	5981	5956	14083	14878	3808	13478	492	7629	3348	4170	94451	1432	6707
hsa-miR-146b-3p	hsa-mir-146b	186	598	156	1398	387	714	31	196	6642	432	357	338	261	622	419	172	459	15	326	220	165	1440	91	251
hsa-miR-1470	hsa-mir-1470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1471	hsa-mir-1471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-147a	hsa-mir-147a	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-147b	hsa-mir-147b	2	11	7	37	15	12	2	5	85	23	11	6	16	12	40	13	10	0	9	5	2	46	1	136
hsa-miR-148a-5p	hsa-mir-148a	261	737	162	566	214	656	58	261	950	426	1214	673	861	608	197	322	744	28	507	577	512	866	251	2015
hsa-miR-148a-3p	hsa-mir-148a	28116	114269	13927	59504	26582	84008	7838	54298	115911	57056	135508	77376	97730	74893	22841	40606	102781	3824	65647	53136	52707	151818	24804	247287
hsa-miR-148b-5p	hsa-mir-148b	171	289	145	320	310	336	34	116	600	247	508	305	340	321	319	400	358	18	319	282	238	665	89	906
hsa-miR-148b-3p	hsa-mir-148b	2621	7936	1688	6112	3487	7225	489	4754	6754	3638	11164	5132	7688	3994	3903	7236	11035	234	6978	3712	3660	11471	1395	17404
hsa-miR-149-5p	hsa-mir-149	156	250	80	90	249	660	62	336	652	147	559	442	437	107	115	208	510	9	449	262	191	395	305	294
hsa-miR-149-3p	hsa-mir-149	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
hsa-miR-150-5p	hsa-mir-150	1356	1231	7680	2392	4477	6625	4860	1529	10308	4366	1742	2057	1014	5528	10815	8337	1588	255	3168	776	735	6651	2361	2094
hsa-miR-150-3p	hsa-mir-150	5	5	17	8	8	14	15	2	21	6	5	4	3	12	26	21	5	2	5	1	3	20	4	9
hsa-miR-151a-5p	hsa-mir-151a	11050	18211	12419	28395	16000	24073	5500	15231	21390	16939	25939	18661	22387	25332	16530	25205	23925	1200	18392	14566	13991	24734	7464	65459
hsa-miR-151a-3p	hsa-mir-151a	12673	27879	16328	28674	17395	27939	4816	18643	28102	17602	37928	23683	30303	26987	22683	27699	31781	1316	24103	16884	15412	39772	8009	77945
hsa-miR-151b	hsa-mir-151a	11037	18184	12408	28377	15992	24045	5497	15218	21366	16924	25906	18640	22374	25306	16507	25192	23904	1199	18375	14552	13973	24719	7452	65391
hsa-miR-151b	hsa-mir-151b	455	683	525	1363	675	848	305	499	881	705	1037	651	845	1222	880	1198	887	43	633	508	529	842	272	2845
hsa-miR-152-5p	hsa-mir-152	19	36	13	50	27	29	7	3	41	13	45	26	29	7	41	15	20	9	25	38	25	46	2	135
hsa-miR-152-3p	hsa-mir-152	905	2069	825	1774	1341	1920	488	1651	2399	960	2906	1635	2179	1112	1406	1216	2106	152	2250	1053	1088	3016	541	4960
hsa-miR-153-3p	hsa-mir-153-1	14	24	2	47	37	15	22	26	44	15	49	24	18	32	124	34	42	3	27	18	15	65	7	79
hsa-miR-153-3p	hsa-mir-153-2	14	24	2	47	37	15	22	26	44	15	49	24	18	32	124	34	42	3	27	18	15	65	7	79
hsa-miR-153-5p	hsa-mir-153-2	0	0	0	1	3	0	2	0	0	0	2	0	0	0	3	1	0	0	0	0	1	0	0	0
hsa-miR-1537-5p	hsa-mir-1537	0	0	0	0	0	0	0	0	2	0	1	0	3	2	1	1	2	0	0	0	0	1	0	3
hsa-miR-1537-3p	hsa-mir-1537	0	2	0	3	0	2	0	0	2	1	1	0	1	3	0	3	5	0	2	0	0	7	0	2
hsa-miR-1538	hsa-mir-1538	1	0	1	1	1	3	0	2	0	1	0	2	0	4	1	0	0	0	1	0	0	3	0	0
hsa-miR-1539	hsa-mir-1539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-154-5p	hsa-mir-154	16	57	1	5	5	21	0	25	3	2	52	16	31	3	2	12	37	1	32	24	12	18	4	16
hsa-miR-154-3p	hsa-mir-154	5	8	0	0	1	1	0	2	0	0	4	1	3	0	2	4	8	0	5	0	0	8	0	3
hsa-miR-155-5p	hsa-mir-155	470	952	5065	5679	2461	2235	1100	603	13166	3506	775	781	517	10987	7528	7059	974	225	992	577	311	35683	475	3157
hsa-miR-155-3p	hsa-mir-155	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
hsa-miR-1587	hsa-mir-1587	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-15a-5p	hsa-mir-15a	1344	2876	2774	5426	3050	2821	797	2049	6319	3446	3084	1981	2269	5686	13681	7235	3472	196	2204	1426	1365	7231	610	14570
hsa-miR-15a-3p	hsa-mir-15a	0	1	0	2	1	1	0	2	2	0	3	0	4	1	1	3	4	0	5	0	0	2	0	5
hsa-miR-15b-5p	hsa-mir-15b	254	605	352	988	535	709	78	536	1500	482	1073	509	796	795	1227	1352	886	46	684	358	352	1757	146	2676
hsa-miR-15b-3p	hsa-mir-15b	27	73	36	116	64	73	12	38	144	59	104	40	79	84	233	148	84	2	84	23	32	184	10	231
hsa-miR-16-5p	hsa-mir-16-1	14748	25585	35253	54737	34971	37831	9154	24556	74061	37382	37710	24882	29774	53107	106802	74159	37635	2915	32824	18625	17734	73749	10457	128877
hsa-miR-16-1-3p	hsa-mir-16-1	1	11	2	5	3	2	0	4	8	1	1	0	4	1	6	1	5	1	3	2	1	18	0	22
hsa-miR-16-5p	hsa-mir-16-2	14750	25564	35262	54671	34950	37776	9159	24532	73988	37320	37617	24858	29702	53030	106770	74017	37562	2914	32790	18610	17730	73704	10459	128364
hsa-miR-16-2-3p	hsa-mir-16-2	51	164	342	366	202	217	99	82	380	170	140	142	132	274	1581	285	113	14	112	105	57	493	49	391
hsa-miR-17-5p	hsa-mir-17	413	1375	447	1255	738	1806	180	1265	948	798	2346	1187	1810	1054	1667	1345	1864	46	1520	809	774	3095	426	4344
hsa-miR-17-3p	hsa-mir-17	120	243	96	288	137	247	56	123	186	142	252	198	155	184	314	237	203	14	168	105	129	529	60	735
hsa-miR-181a-5p	hsa-mir-181a-1	103336	188802	169636	374851	166339	288084	51178	168992	263149	199321	210217	210167	151680	332913	221743	355262	161503	17610	145493	129609	83976	204420	85872	798220
hsa-miR-181a-3p	hsa-mir-181a-1	806	1248	897	2038	839	1660	208	963	1541	1111	1378	1006	1047	1749	1409	2081	1244	138	1010	837	656	1779	403	4612
hsa-miR-181a-5p	hsa-mir-181a-2	103336	188802	169634	374851	166336	288084	51178	168989	263145	199318	210218	210167	151679	332908	221743	355259	161502	17609	145492	129610	83975	204418	85872	798217
hsa-miR-181a-2-3p	hsa-mir-181a-2	585	1345	1003	1471	1034	2472	327	977	2381	877	1656	1611	1063	1176	848	1100	1233	82	1211	640	594	1461	815	4450
hsa-miR-181b-5p	hsa-mir-181b-1	5795	10516	11396	23743	9720	13773	3435	8167	18576	11866	9832	9995	7802	20304	15019	22110	9170	1161	7933	7382	5093	14567	4745	46989
hsa-miR-181b-3p	hsa-mir-181b-1	8	13	11	25	8	10	1	9	20	14	12	6	7	19	33	31	10	0	7	10	5	16	3	54
hsa-miR-181b-5p	hsa-mir-181b-2	5963	10944	11662	24250	10065	14330	3493	8561	19329	12201	10303	10383	8116	20800	15582	22810	9693	1206	8334	7646	5298	15277	4928	48371
hsa-miR-181b-2-3p	hsa-mir-181b-2	1	5	1	5	5	12	0	1	10	6	7	1	0	4	1	3	6	0	2	2	1	5	0	29
hsa-miR-181c-5p	hsa-mir-181c	2345	5199	3238	5259	4666	9910	1985	3408	11950	2863	6739	5776	3034	4471	6553	5630	4960	946	3901	1987	1658	7952	1647	17961
hsa-miR-181c-3p	hsa-mir-181c	81	216	143	227	215	420	71	119	547	161	347	268	115	209	180	277	227	34	164	75	72	376	69	845
hsa-miR-181d-5p	hsa-mir-181d	320	841	655	684	687	1673	362	594	1688	463	844	808	481	581	986	899	711	134	654	313	294	1727	416	1920
hsa-miR-181d-3p	hsa-mir-181d	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-182-5p	hsa-mir-182	3376	4754	2135	2783	8153	21605	513	2282	12592	509	9220	6285	4457	1912	7333	20892	7828	970	7726	5396	1602	33393	9753	6075
hsa-miR-182-3p	hsa-mir-182	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	6	1	1
hsa-miR-1825	hsa-mir-1825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1827	hsa-mir-1827	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0
hsa-miR-183-5p	hsa-mir-183	400	815	73	205	563	1663	28	381	668	34	1025	576	490	146	279	1980	1203	49	973	462	226	3767	689	609
hsa-miR-183-3p	hsa-mir-183	3	7	2	3	5	15	0	12	12	0	9	3	3	2	4	39	11	1	15	8	2	31	11	9
hsa-miR-184	hsa-mir-184	169	232	0	0	5	4	3	275	0	0	619	246	496	0	1	8	412	0	167	148	301	11	16	4
hsa-miR-185-5p	hsa-mir-185	35	162	61	238	94	120	15	128	308	143	235	109	158	192	294	346	210	3	155	66	64	193	36	439
hsa-miR-185-3p	hsa-mir-185	13	18	6	16	15	14	4	5	31	15	9	11	15	14	33	26	17	1	15	6	11	27	2	34
hsa-miR-186-5p	hsa-mir-186	11396	23847	8286	31347	16078	22965	3397	10954	26047	18875	28786	18224	20377	22011	24831	27914	24662	1064	19356	14518	13244	50730	5799	67774
hsa-miR-186-3p	hsa-mir-186	4	10	0	5	4	3	0	4	1	4	9	1	7	6	4	5	5	0	6	2	1	10	1	14
hsa-miR-187-5p	hsa-mir-187	0	2	0	0	0	2	0	2	0	0	3	2	4	0	1	0	3	0	2	0	2	0	0	1
hsa-miR-187-3p	hsa-mir-187	101	446	1	84	32	126	0	403	12	13	768	245	777	28	34	8	776	0	435	278	383	4	26	360
hsa-miR-188-5p	hsa-mir-188	34	132	13	34	31	109	3	122	47	49	291	172	234	42	23	46	235	0	176	71	88	26	19	167
hsa-miR-188-3p	hsa-mir-188	11	45	2	12	4	39	0	13	4	9	66	37	32	11	3	9	37	0	18	7	13	6	3	22
hsa-miR-18a-5p	hsa-mir-18a	38	127	51	186	62	153	9	132	173	106	251	66	193	110	345	208	252	3	199	54	52	371	16	673
hsa-miR-18a-3p	hsa-mir-18a	6	18	22	33	10	29	10	14	36	26	22	21	18	27	50	34	19	3	25	16	8	72	7	108
hsa-miR-18b-5p	hsa-mir-18b	1	19	3	7	2	18	0	10	9	4	30	11	29	5	22	3	26	1	21	7	12	12	0	31
hsa-miR-18b-3p	hsa-mir-18b	1	0	0	1	0	1	0	2	1	0	0	0	4	0	0	0	0	0	1	1	0	0	1	1
hsa-miR-1908-5p	hsa-mir-1908	0	0	0	1	0	3	0	1	1	1	2	1	3	1	4	2	3	1	1	3	1	2	1	2
hsa-miR-1908-3p	hsa-mir-1908	0	1	3	0	0	0	1	0	1	1	4	0	0	0	1	1	1	0	0	3	0	1	0	1
hsa-miR-1909-5p	hsa-mir-1909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
hsa-miR-1909-3p	hsa-mir-1909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-190a-5p	hsa-mir-190a	1164	3192	42	1193	339	1578	18	3730	346	712	8452	1843	4302	980	333	483	7753	8	4549	3542	2593	847	482	5393
hsa-miR-190a-3p	hsa-mir-190a	24	100	5	58	15	69	2	168	13	43	310	89	165	37	11	22	274	0	152	107	77	21	14	346
hsa-miR-190b	hsa-mir-190b	15	41	8	37	31	31	7	38	176	20	57	30	33	20	39	30	44	3	34	18	35	142	3	61
