Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),grouping,Instrument,LibraryLayout,LibrarySelection,LibrarySource,molecule_subtype,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,tissue_sample_type
SRR14819838,miRNA-Seq,50,69757000,PRJNA737991,SAMN19713954,29591579,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149935,GSM5385800,Severe Negative,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385800,EDTA Platelet Depleted Plasma_Severe Negative,SRP324141,EDTA Platelet Depleted Plasma
SRR14819839,miRNA-Seq,50,70133250,PRJNA737991,SAMN19713954,29956198,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149935,GSM5385800,Severe Negative,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385800,EDTA Platelet Depleted Plasma_Severe Negative,SRP324141,EDTA Platelet Depleted Plasma
SRR14819840,miRNA-Seq,50,69704550,PRJNA737991,SAMN19713954,29536660,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149935,GSM5385800,Severe Negative,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385800,EDTA Platelet Depleted Plasma_Severe Negative,SRP324141,EDTA Platelet Depleted Plasma
SRR14819841,miRNA-Seq,50,69884400,PRJNA737991,SAMN19713954,29559906,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149935,GSM5385800,Severe Negative,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385800,EDTA Platelet Depleted Plasma_Severe Negative,SRP324141,EDTA Platelet Depleted Plasma
SRR14819842,miRNA-Seq,50,59549200,PRJNA737991,SAMN19713953,25364266,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149936,GSM5385801,Severe Negative,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385801,EDTA Platelet Depleted Plasma_Severe Negative,SRP324141,EDTA Platelet Depleted Plasma
SRR14819843,miRNA-Seq,50,59032150,PRJNA737991,SAMN19713953,25322332,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149936,GSM5385801,Severe Negative,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385801,EDTA Platelet Depleted Plasma_Severe Negative,SRP324141,EDTA Platelet Depleted Plasma
SRR14819844,miRNA-Seq,50,59084300,PRJNA737991,SAMN19713953,25174676,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149936,GSM5385801,Severe Negative,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385801,EDTA Platelet Depleted Plasma_Severe Negative,SRP324141,EDTA Platelet Depleted Plasma
SRR14819845,miRNA-Seq,50,58879500,PRJNA737991,SAMN19713953,25009586,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149936,GSM5385801,Severe Negative,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385801,EDTA Platelet Depleted Plasma_Severe Negative,SRP324141,EDTA Platelet Depleted Plasma
SRR14819846,miRNA-Seq,50,86804300,PRJNA737991,SAMN19713952,35842804,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149937,GSM5385802,Severe Negative,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385802,EDTA Platelet Depleted Plasma_Severe Negative,SRP324141,EDTA Platelet Depleted Plasma
SRR14819847,miRNA-Seq,50,87145750,PRJNA737991,SAMN19713952,36256536,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149937,GSM5385802,Severe Negative,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385802,EDTA Platelet Depleted Plasma_Severe Negative,SRP324141,EDTA Platelet Depleted Plasma
SRR14819848,miRNA-Seq,50,87144950,PRJNA737991,SAMN19713952,35951834,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149937,GSM5385802,Severe Negative,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385802,EDTA Platelet Depleted Plasma_Severe Negative,SRP324141,EDTA Platelet Depleted Plasma
SRR14819849,miRNA-Seq,50,87187600,PRJNA737991,SAMN19713952,35879038,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149937,GSM5385802,Severe Negative,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385802,EDTA Platelet Depleted Plasma_Severe Negative,SRP324141,EDTA Platelet Depleted Plasma
SRR14819850,miRNA-Seq,50,36211850,PRJNA737991,SAMN19713951,15595725,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149938,GSM5385803,Severe Negative,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385803,EDTA Platelet Depleted Plasma_Severe Negative,SRP324141,EDTA Platelet Depleted Plasma
SRR14819851,miRNA-Seq,50,36023000,PRJNA737991,SAMN19713951,15608751,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149938,GSM5385803,Severe Negative,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385803,EDTA Platelet Depleted Plasma_Severe Negative,SRP324141,EDTA Platelet Depleted Plasma
SRR14819852,miRNA-Seq,50,35977100,PRJNA737991,SAMN19713951,15489627,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149938,GSM5385803,Severe Negative,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385803,EDTA Platelet Depleted Plasma_Severe Negative,SRP324141,EDTA Platelet Depleted Plasma
SRR14819853,miRNA-Seq,50,35961650,PRJNA737991,SAMN19713951,15436494,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149938,GSM5385803,Severe Negative,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385803,EDTA Platelet Depleted Plasma_Severe Negative,SRP324141,EDTA Platelet Depleted Plasma
SRR14819854,miRNA-Seq,50,53458750,PRJNA737991,SAMN19713950,23291640,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149939,GSM5385804,Severe Negative,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385804,EDTA Platelet Depleted Plasma_Severe Negative,SRP324141,EDTA Platelet Depleted Plasma
SRR14819855,miRNA-Seq,50,52478800,PRJNA737991,SAMN19713950,23018046,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149939,GSM5385804,Severe Negative,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385804,EDTA Platelet Depleted Plasma_Severe Negative,SRP324141,EDTA Platelet Depleted Plasma
SRR14819856,miRNA-Seq,50,52692850,PRJNA737991,SAMN19713950,22973608,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149939,GSM5385804,Severe Negative,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385804,EDTA Platelet Depleted Plasma_Severe Negative,SRP324141,EDTA Platelet Depleted Plasma
SRR14819857,miRNA-Seq,50,52552900,PRJNA737991,SAMN19713950,22849077,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149939,GSM5385804,Severe Negative,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385804,EDTA Platelet Depleted Plasma_Severe Negative,SRP324141,EDTA Platelet Depleted Plasma
SRR14819858,miRNA-Seq,50,67288500,PRJNA737991,SAMN19713949,28942077,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11150019,GSM5385805,Severe Negative,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385805,EDTA Platelet Depleted Plasma_Severe Negative,SRP324141,EDTA Platelet Depleted Plasma
SRR14819859,miRNA-Seq,50,67004500,PRJNA737991,SAMN19713949,28997811,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11150019,GSM5385805,Severe Negative,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385805,EDTA Platelet Depleted Plasma_Severe Negative,SRP324141,EDTA Platelet Depleted Plasma
SRR14819860,miRNA-Seq,50,67011200,PRJNA737991,SAMN19713949,28845407,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11150019,GSM5385805,Severe Negative,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385805,EDTA Platelet Depleted Plasma_Severe Negative,SRP324141,EDTA Platelet Depleted Plasma
SRR14819861,miRNA-Seq,50,67015150,PRJNA737991,SAMN19713949,28748274,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11150019,GSM5385805,Severe Negative,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385805,EDTA Platelet Depleted Plasma_Severe Negative,SRP324141,EDTA Platelet Depleted Plasma
SRR14819862,miRNA-Seq,50,86199050,PRJNA737991,SAMN19713948,36024123,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11150020,GSM5385806,Severe Negative,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385806,EDTA Platelet Depleted Plasma_Severe Negative,SRP324141,EDTA Platelet Depleted Plasma
SRR14819863,miRNA-Seq,50,86555550,PRJNA737991,SAMN19713948,36447001,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11150020,GSM5385806,Severe Negative,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385806,EDTA Platelet Depleted Plasma_Severe Negative,SRP324141,EDTA Platelet Depleted Plasma
SRR14819864,miRNA-Seq,50,85999700,PRJNA737991,SAMN19713948,35906957,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11150020,GSM5385806,Severe Negative,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385806,EDTA Platelet Depleted Plasma_Severe Negative,SRP324141,EDTA Platelet Depleted Plasma
SRR14819865,miRNA-Seq,50,86175600,PRJNA737991,SAMN19713948,35915761,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11150020,GSM5385806,Severe Negative,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385806,EDTA Platelet Depleted Plasma_Severe Negative,SRP324141,EDTA Platelet Depleted Plasma
SRR14819866,miRNA-Seq,50,59864300,PRJNA737991,SAMN19713888,25641488,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11150021,GSM5385807,Severe Negative,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385807,EDTA Platelet Depleted Plasma_Severe Negative,SRP324141,EDTA Platelet Depleted Plasma
SRR14819867,miRNA-Seq,50,59803500,PRJNA737991,SAMN19713888,25805907,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11150021,GSM5385807,Severe Negative,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385807,EDTA Platelet Depleted Plasma_Severe Negative,SRP324141,EDTA Platelet Depleted Plasma
SRR14819868,miRNA-Seq,50,59718000,PRJNA737991,SAMN19713888,25587754,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11150021,GSM5385807,Severe Negative,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385807,EDTA Platelet Depleted Plasma_Severe Negative,SRP324141,EDTA Platelet Depleted Plasma
SRR14819869,miRNA-Seq,50,59629200,PRJNA737991,SAMN19713888,25493854,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11150021,GSM5385807,Severe Negative,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385807,EDTA Platelet Depleted Plasma_Severe Negative,SRP324141,EDTA Platelet Depleted Plasma
SRR14819870,miRNA-Seq,50,73361050,PRJNA737991,SAMN19713887,30884914,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11150022,GSM5385808,Severe Negative,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385808,EDTA Platelet Depleted Plasma_Severe Negative,SRP324141,EDTA Platelet Depleted Plasma
SRR14819871,miRNA-Seq,50,72609700,PRJNA737991,SAMN19713887,30776625,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11150022,GSM5385808,Severe Negative,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385808,EDTA Platelet Depleted Plasma_Severe Negative,SRP324141,EDTA Platelet Depleted Plasma
SRR14819872,miRNA-Seq,50,72572950,PRJNA737991,SAMN19713887,30561207,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11150022,GSM5385808,Severe Negative,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385808,EDTA Platelet Depleted Plasma_Severe Negative,SRP324141,EDTA Platelet Depleted Plasma
SRR14819873,miRNA-Seq,50,72600550,PRJNA737991,SAMN19713887,30490469,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11150022,GSM5385808,Severe Negative,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385808,EDTA Platelet Depleted Plasma_Severe Negative,SRP324141,EDTA Platelet Depleted Plasma
SRR14819874,miRNA-Seq,50,89598500,PRJNA737991,SAMN19713886,37721983,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11150023,GSM5385809,Severe,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385809,EDTA Platelet Depleted Plasma_Severe,SRP324141,EDTA Platelet Depleted Plasma
SRR14819875,miRNA-Seq,50,89741650,PRJNA737991,SAMN19713886,38073495,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11150023,GSM5385809,Severe,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385809,EDTA Platelet Depleted Plasma_Severe,SRP324141,EDTA Platelet Depleted Plasma
SRR14819876,miRNA-Seq,50,89509400,PRJNA737991,SAMN19713886,37672877,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11150023,GSM5385809,Severe,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385809,EDTA Platelet Depleted Plasma_Severe,SRP324141,EDTA Platelet Depleted Plasma
SRR14819877,miRNA-Seq,50,89582800,PRJNA737991,SAMN19713886,37615928,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11150023,GSM5385809,Severe,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385809,EDTA Platelet Depleted Plasma_Severe,SRP324141,EDTA Platelet Depleted Plasma
SRR14819878,miRNA-Seq,50,63642150,PRJNA737991,SAMN19713885,26111984,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11150024,GSM5385810,Severe Negative,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385810,EDTA Platelet Depleted Plasma_Severe Negative,SRP324141,EDTA Platelet Depleted Plasma
SRR14819879,miRNA-Seq,50,63007100,PRJNA737991,SAMN19713885,26051340,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11150024,GSM5385810,Severe Negative,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385810,EDTA Platelet Depleted Plasma_Severe Negative,SRP324141,EDTA Platelet Depleted Plasma
SRR14819880,miRNA-Seq,50,63051600,PRJNA737991,SAMN19713885,25882730,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11150024,GSM5385810,Severe Negative,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385810,EDTA Platelet Depleted Plasma_Severe Negative,SRP324141,EDTA Platelet Depleted Plasma
SRR14819881,miRNA-Seq,50,62947750,PRJNA737991,SAMN19713885,25758175,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11150024,GSM5385810,Severe Negative,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385810,EDTA Platelet Depleted Plasma_Severe Negative,SRP324141,EDTA Platelet Depleted Plasma
SRR14819882,miRNA-Seq,50,101442450,PRJNA737991,SAMN19713884,42703575,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11150025,GSM5385811,Severe Negative,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385811,EDTA Platelet Depleted Plasma_Severe Negative,SRP324141,EDTA Platelet Depleted Plasma
SRR14819883,miRNA-Seq,50,100925750,PRJNA737991,SAMN19713884,42771332,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11150025,GSM5385811,Severe Negative,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385811,EDTA Platelet Depleted Plasma_Severe Negative,SRP324141,EDTA Platelet Depleted Plasma
SRR14819884,miRNA-Seq,50,101487850,PRJNA737991,SAMN19713884,42727770,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11150025,GSM5385811,Severe Negative,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385811,EDTA Platelet Depleted Plasma_Severe Negative,SRP324141,EDTA Platelet Depleted Plasma
SRR14819885,miRNA-Seq,50,101021850,PRJNA737991,SAMN19713884,42413451,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11150025,GSM5385811,Severe Negative,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385811,EDTA Platelet Depleted Plasma_Severe Negative,SRP324141,EDTA Platelet Depleted Plasma
SRR14819886,miRNA-Seq,50,140884500,PRJNA737991,SAMN19713883,58642621,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11150026,GSM5385812,Severe Negative,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385812,EDTA Platelet Depleted Plasma_Severe Negative,SRP324141,EDTA Platelet Depleted Plasma
SRR14819887,miRNA-Seq,50,140888950,PRJNA737991,SAMN19713883,59056347,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11150026,GSM5385812,Severe Negative,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385812,EDTA Platelet Depleted Plasma_Severe Negative,SRP324141,EDTA Platelet Depleted Plasma
SRR14819888,miRNA-Seq,50,140871450,PRJNA737991,SAMN19713883,58565408,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11150026,GSM5385812,Severe Negative,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385812,EDTA Platelet Depleted Plasma_Severe Negative,SRP324141,EDTA Platelet Depleted Plasma
SRR14819889,miRNA-Seq,50,140616650,PRJNA737991,SAMN19713883,58330691,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11150026,GSM5385812,Severe Negative,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385812,EDTA Platelet Depleted Plasma_Severe Negative,SRP324141,EDTA Platelet Depleted Plasma
SRR14819890,miRNA-Seq,50,81369600,PRJNA737991,SAMN19713882,34015318,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149940,GSM5385813,Severe Negative,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385813,EDTA Platelet Depleted Plasma_Severe Negative,SRP324141,EDTA Platelet Depleted Plasma
SRR14819891,miRNA-Seq,50,81272600,PRJNA737991,SAMN19713882,34225090,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149940,GSM5385813,Severe Negative,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385813,EDTA Platelet Depleted Plasma_Severe Negative,SRP324141,EDTA Platelet Depleted Plasma
SRR14819892,miRNA-Seq,50,81454350,PRJNA737991,SAMN19713882,34012469,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149940,GSM5385813,Severe Negative,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385813,EDTA Platelet Depleted Plasma_Severe Negative,SRP324141,EDTA Platelet Depleted Plasma
SRR14819893,miRNA-Seq,50,81442000,PRJNA737991,SAMN19713882,33938943,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149940,GSM5385813,Severe Negative,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385813,EDTA Platelet Depleted Plasma_Severe Negative,SRP324141,EDTA Platelet Depleted Plasma
SRR14819894,miRNA-Seq,50,73927400,PRJNA737991,SAMN19713881,31333569,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149941,GSM5385814,Severe Negative,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385814,EDTA Platelet Depleted Plasma_Severe Negative,SRP324141,EDTA Platelet Depleted Plasma
SRR14819895,miRNA-Seq,50,74188700,PRJNA737991,SAMN19713881,31661774,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149941,GSM5385814,Severe Negative,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385814,EDTA Platelet Depleted Plasma_Severe Negative,SRP324141,EDTA Platelet Depleted Plasma
SRR14819896,miRNA-Seq,50,73799900,PRJNA737991,SAMN19713881,31245582,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX11149941,GSM5385814,Severe Negative,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,microRNA,Homo sapiens,ILLUMINA,2022-04-10T00:00:00Z,GSM5385814,EDTA Platelet Depleted Plasma_Severe Negative,SRP324141,EDTA Platelet Depleted Plasma
